SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Trigram_Lprob1	Penalty_Short1	Penalty_Long1	Edit_Distance1	Average_TER1	Bigram_mismatch_percentage1	Trigram_mismatch_percentage1	Trigram_Lprob2	Penalty_Short2	Penalty_Long2	Edit_Distance2	Average_TER2	Bigram_mismatch_percentage2	Trigram_mismatch_percentage2	Trigram_Lprob3	Penalty_Short3	Penalty_Long3	Edit_Distance3	Average_TER3	Bigram_mismatch_percentage3	Trigram_mismatch_percentage3	Trigram_Lprob4	Penalty_Short4	Penalty_Long4	Edit_Distance4	Average_TER4	Bigram_mismatch_percentage4	Trigram_mismatch_percentage4	
bbc_urd_20090103.0021__8	تھامس ریڈ نے یاد دلایا کہ انیس سو اکسٹھ میں روس نے اچانک جوہری تجربہ کیا تھا اور اس کے جواب میں امریکہ کو تجربہ کرنے میں سترہ دن لگے تھے باوجود اس امر کہ امریکہ کے پاس بہت عرصے سے یہ بم موجود تھا۔	Thomas Reid reminded that in 1961 Russia suddenly carried out a nuclear experiment and besides possessing the bomb for a long time, it took 17 days for America to carry out nuclear experiment.	It means that we must be educated in such a way that, firstly, each of us can do whatever job is suited to his brain and ability, and secondly, that we can realize that all jobs are necessary to society and that is very bad to be ashamed of ones work or to scorn someone else'.	Thomas Reid reminded that in 1961, Russia suddenly performed a nuclear test, in response to which America took 17 days to preform a test, despite having this bomb for a long time.	Thomas Red has reminded that in 1970 Russia did a nuclear test in response to the United States within 17 days though United States took long time for the test.	185.231	44.8275862069	0.0	27.5	56.3197749574	37.1428571429	82.8571428571	88.844	20.4022988506	0.0	43.5	126.377368152	19.3548387097	61.2903225806	149.292	48.5632183908	0.0	26.5	54.674019793	38.8888888889	83.3333333333	174.757	54.0229885057	0.0	27.0	56.6009627895	48.3870967742	74.1935483871
bbc_urd_20090103.0021__9	انہوں نے مزید کہا کہ مئی انیس سو اٹھانوے میں پاکستان نے جس ایٹم بم کا تجربہ کیا تھا وہ بہت احتیاط سے بنا ہوا تھا اور اس پر پاکستانی سائنسدانوں پر پورا اعتماد تھا۔	He further said that the test of the Atom Bomb which Pakistan conducted on May 28, 1998, was made with extreme care and Pakistani scientists had complete confidence in it.	He further said that in May 1998, the atom bomb that Pakistan tested was made with a lot of care and Pakistani scientists were completely trusted for it.	He added that the atom bomb that was tested on May 19th 1998 by Pakistan was made very carefully and that Pakistani scientists had complete reliance on it.	He further said that in May 1998, Pakistan has mentioned about the atom bomb experiment in the Pakistani scientists confidence.	94.2193	41.0344827586	0.0	16.25	57.5156739812	39.3939393939	72.7272727273	68.047	47.2413793103	0.0	15.25	48.197492163	33.3333333333	80.0	97.3595	46.5517241379	0.0	16.25	52.9545454545	31.0344827586	86.2068965517	89.308	56.2068965517	0.0	16.25	47.1368861024	50.0	86.3636363636
bbc_urd_20090103.0021__10	تھامس ریڈ سے جب یہ سوال کیا گیا کہ چین نے جوہری ٹیکنالوجی پاکستان کو فراہم کی تو انہوں نے جواب میں کہا کیونکہ  بھارت چین اور پاکستان کا مشترکہ دشمن تھا۔	When Thomas Reeds was questioned that China provided nuclear technology to Pakistan then he said in reply that because India was a common enemy for Pakistan and China.	When Thomas Reed was asked this question that China supplied atomic technology to Pakistan so he said in his answer that India is a mutual enemy of Pakistan and China.	When Thomas Reid was asked whether China provided nuclear technology to Pakistan, he said because India was the common enemy of both China and Pakistan.	When Thomas red was questioned about the nuclear technology that China has provided to Pakistan, he said in response that they have the common enemy India.	115.611	38.6029411765	0.0	10.75	34.9878392217	51.724137931	75.8620689655	73.3121	38.6029411765	0.0	12.5	43.9119230068	51.6129032258	74.1935483871	127.789	44.1176470588	0.0	12.0	40.125933577	55.5555555556	81.4814814815	126.214	43.0147058824	0.0	14.25	44.9202817946	35.7142857143	50.0
bbc_urd_20090103.0021__11	انہوں نے کہا کہ اس کا ثبوت بھی موجود ہے کہ ڈاکٹر عبدالقدیر خان نے چینی ڈیزائن ہی استعمال کیا اس کے علاوہ بعد میں جو دستاویزات لیبیا سے حاصل کیئے گئے ان سے بھی اس بات کی تصدیق ہوتی ہے۔	He said that there is a proof to this too that Doctor Abdul Qadeer Khan used Chinese design and after this the documents which were acquired from Libia also confirms this statement.	He said that its evidence is also present that Dr. Abdul Qadir Khan has used the Chinese model. Later the documents received from Libya also confirm this.	He said that there was proof available that Dr. Abdul Qadeer Khan used the Chinese design, and later on the documents which were received from Libya also verify this fact.	He said that the proof is with the Chinese designer Dr. Khan after which the documents from Libya in this connection have been confirmed.	132.906	44.4785276074	0.0	14.75	52.7738927739	36.3636363636	72.7272727273	71.6361	52.7607361963	0.0	14.5	48.0186480186	50.0	89.2857142857	171.148	47.5460122699	0.0	13.25	45.8508158508	43.75	75.0	96.5516	57.9754601227	0.0	17.0	51.5151515152	40.0	64.0
bbc_urd_20090103.0021__12	ایک اور سوال پر کہ کیا مشترکہ طور پر جوہری تجربات کرنا عام ہے تو انہوں نے کہا انیس سونوے میں امریکہ نے نوایڈا کے صحرا میں کھلے بندوں برطانیہ کے لیے جوہری تجربہ کیا تھا۔	On a one more question that doing combined nuclear tests is common then he said that in 1990 America conducted a nuclear test for Britain on open belt in Nevada desert.	Another question that is it common to do nuclear experiments mutually. Then he said that Anees Sonway openly performed a nuclear experiment in the desert of Nevada for Britain.	Upon another question, as to whether joint nuclear testing was common, he said that America had openly performed nuclear tests for England in the deserts of Nevada in 1990.	The question of the nuclear tests are by the United States and the British in the deserts.	134.141	44.1860465116	0.0	19.0	72.4294354839	40.625	81.25	36.3437	41.5282392027	0.0	17.75	69.7048611111	50.0	80.0	144.482	42.8571428571	0.0	17.75	70.2340949821	40.625	84.375	207.306	70.0996677741	0.0	19.5	62.3739919355	44.4444444444	72.2222222222
bbc_urd_20090103.0021__13	انہوں نے کہ ہم یہ قیاس آرائیاں بھی کرتے ہیں کہ اسرائیل کو بھی اس تجربے کے نتائج تک رسائی فراہم کی گئی۔	He said that we guess that too that Israel was given access to the results of this test.	He said that we also predict that Israel also has access to the results of this experiment.	He said that we also believe that Israel also has access to the results of this testing.	He said that Israel has also experienced the results.	33.4321	51.6483516484	0.0	6.0	46.6666666667	26.3157894737	57.8947368421	21.0674	50.0	0.0	4.5	35.6725146199	27.7777777778	50.0	39.7207	51.6483516484	0.0	4.5	35.6725146199	27.7777777778	44.4444444444	37.1916	70.8791208791	0.0	8.0	43.567251462	50.0	80.0
bbc_urd_20090103.0021__14	تھامس ریڈ سے یہ سوال بھی کیا گیا کہ کیا چین کا جوہری پھیلاؤ کا پروگرام جاری ہے۔	Thomas Reed was also questioned that Is the Chinese Nuclear spread program is continuing?	Thomas Reeds was also asked if China is continuing nuclear proliferation?	Thomas Reid was also asked about China's nuclear distribution program which is going on.	To Thomas red the question about China's nuclear program is the proliferation.	85.0742	36.8794326241	0.0	9.25	62.7976190476	66.6666666667	100.0	47.6411	48.2269503546	0.0	8.5	51.9345238095	50.0	83.3333333333	125.06	37.5886524823	0.0	8.0	56.9047619048	50.0	75.0	111.133	44.6808510638	0.0	8.75	58.6458333333	57.1428571429	92.8571428571
bbc_urd_20090103.0021__15	اس پر تھامس ریڈ نے کہا کہ انیس سو اکانوے سے چین ایران کے شہر اسفہان میں قائم جوہری تنصیب کے لیے خام مال، ہدایات اور ڈیزائین فراہم کرتا رہا  ہے۔	On this Thomas Reed said that china has been supplying raw material, instructions and design to nuclear facility in Iran's city Isfahan since 1990.	On this Thomas Reeds said that China has been supplying raw material, instructions and the design to a nuclear facility of Iran in its city Asfahan.	Upon that Thomas Reid said that China has been providing raw material, guidance and design for the nuclear setup in Asfahan, Iran since 1991.	Thomas red said that from 1970 to 1991 the Iranian city of China has set up the nuclear installation for the raw material and to provide instructions.	185.546	42.3529411765	0.0	12.25	43.3201058201	48.1481481481	85.1851851852	78.8665	41.9607843137	0.0	12.5	43.6838624339	46.4285714286	89.2857142857	151.416	44.7058823529	0.0	13.25	45.9986772487	59.2592592593	88.8888888889	151.874	41.1764705882	0.0	18.5	63.1283068783	32.1428571429	64.2857142857
bbc_urd_20090103.0021__16	اس کے علاوہ چین نے ایران کو خیرج میں افزودگی کا پلانٹ بھی فراہم کیا۔	Other than that china also provided Iran a nuclear enrichment plant.	Apart from this, China has also provided Iran with an enrichment plant in Kheeraj.	Apart from this, China provided Iran with the nuclear enrichment plant in Kheraj.	In addition to this, China has also provided an Uranium plant to Iran.	82.7751	44.262295082	0.0	7.75	50.625	50.0	100.0	37.848	32.7868852459	0.0	5.75	42.5	56.25	93.75	40.0515	33.606557377	0.0	6.25	44.8958333333	60.0	93.3333333333	79.4423	42.6229508197	0.0	7.75	55.8333333333	53.3333333333	80.0
bbc_urd_20090103.0021__17	انہوں نے کہا کہ چین شمال کوریا کے ذریعے ایران، شام، پاکستان، مصر، لیبیا اور یمن کو جوہری ٹیکنالوجی فراہم کرتا رہا ہے۔	He said that China has been providing nuclear technology to Iran, Syria, Pakistan, Egypt, Libia and Yemen thorough North Korea.	He said that China had been providing nuclear technology to Iran, Rome, Pakistan, Egypt, Libya and Yemen via North Korea.	He said that China has been providing Iran, Syria, Pakistan, Egypt and Libya with nuclear technology through North Korea.	He said that there are relations between China, North Korea, Iran, Syria, Egypt, Libya, Pakistan and Yemen providing nuclear technology.	57.2304	40.0943396226	0.0	7.0	22.7198067633	80.0	92.0	65.1778	42.9245283019	0.0	7.25	23.806763285	80.0	92.0	99.731	42.9245283019	0.0	9.0	27.962962963	73.9130434783	95.652173913	68.337	35.8490566038	0.0	11.75	39.2173913043	77.7777777778	92.5925925926
bbc_urd_20090103.0024__1	سن 2008 میڈونا کے لیے بہترین	Year 2008 Best for Madonna	Year 2008 the most successful for Madonna.	The year 2008 was excellent for the media.	2008 The best year for Madonna	22.6929	44.6808510638	0.0	3.75	48.6111111111	100.0	100.0	26.4201	10.6382978723	0.0	4.0	57.5	50.0	87.5	24.5299	10.6382978723	0.0	5.5	82.9166666667	22.2222222222	77.7777777778	59.7853	36.170212766	0.0	4.25	55.0694444444	66.6666666667	100.0
bbc_urd_20090103.0024__2	اس شو کو میڈونا کی ایلبم ’ہارڈ کینڈی‘ کو بنیاد بنا کر ترتیب دیا گیا تھا اور اس میں یوکرین کے جپسی یا خانہ بدوش بینڈ اور جسٹن ٹمبرلین کے ساتھ ایک دو گانے بھی شامل تھا۔	This show was made based on Madonna's album 'Hard Candy', and a few songs with Ukraine's gypsy band and Justin Timberlin are included in it.	This show was organized around Madonna's album 'Hard Candy' and it also included Ukrainian gypsy band and Justin Timberlake's one or two songs.	The business man travels throughout his normal day when he discovers a flaw in his work, and fixes it and goes about his day	This show was arranged on the basis of Madonna's 'album Hard Candy' and it also included few songs with Gypsy or Nomadic band of Ukraine and Justin Timberland.	81.1321	53.0201342282	0.0	16.25	56.4230769231	60.0	83.3333333333	278.467	52.0134228188	0.0	15.25	52.9310344828	66.6666666667	88.8888888889	269.901	58.389261745	0.0	21.25	71.4522546419	24.0	88.0	307.87	46.644295302	0.0	17.75	62.824933687	67.7419354839	87.0967741935
bbc_urd_20090103.0024__3	اس میں ایک پرانی ریسنگ کار بھی سٹیج پر رکھی گئی تھی۔	An old racing car was also kept on the stage.	An old racing car was also showed on the stage.	the male student walks along the long road	An old racing car was also placed on the stage in the show.	28.2118	51.6129032258	0.0	3.75	40.6655844156	45.4545454545	81.8181818182	38.9153	49.4623655914	0.0	3.75	40.6655844156	45.4545454545	90.9090909091	33.8908	54.8387096774	0.0	8.25	68.6688311688	37.5	75.0	34.2909	36.5591397849	0.0	5.25	58.8068181818	35.7142857143	57.1428571429
